,movieid,title,year,romance,sci-fi,animation,film-noir,musical,adventure,thriller,horror,documentary,fantasy,mystery,children,comedy,crime,western,imax,war,drama,action,average_rating,num_ratings
5399,8636,Spider-Man 2,2004.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3.8037974683544302,79
2704,3448,"Good Morning, Vietnam",1987.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3.802325581395349,43
1568,1997,"Exorcist, The",1973.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.80188679245283,53
6269,44199,Inside Man,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.8,40
513,555,True Romance,1993.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.8,65
7491,80549,Easy A,2010.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7962962962962963,27
5471,8873,"Motorcycle Diaries, The (Diarios de motocicleta)",2004.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7962962962962963,27
1527,1958,Terms of Endearment,1983.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.7954545454545454,22
1901,2391,"Simple Plan, A",1998.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.7954545454545454,22
458,103027,Much Ado About Nothing,2012.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.7954545454545454,44
457,497,Much Ado About Nothing,1993.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7954545454545454,44
6659,54995,Planet Terror,2007.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.7954545454545454,22
2736,82459,True Grit,2010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.7941176470588234,34
3638,4776,Training Day,2001.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.7941176470588234,51
2735,3494,True Grit,1969.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.7941176470588234,34
1336,1663,Stripes,1981.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.7941176470588234,34
6368,47099,"Pursuit of Happyness, The",2006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7934782608695654,46
533,588,Aladdin,1992.0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3.7923497267759565,183
5865,30749,Hotel Rwanda,2004.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.7916666666666665,48
7685,87232,X-Men: First Class,2011.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,3.7906976744186047,43
6841,167296,Iron Man,1931.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.789473684210526,95
6840,59315,Iron Man,2008.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.789473684210526,95
1793,2268,"Few Good Men, A",1992.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.789473684210526,57
4791,6942,Love Actually,2003.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.788135593220339,59
2769,3535,American Psycho,2000.0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,3.788135593220339,59
5408,8665,"Bourne Supremacy, The",2004.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3.7866666666666666,75
4001,5418,"Bourne Identity, The",2002.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3.7851239669421486,121
4002,26614,"Bourne Identity, The",1988.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,3.7851239669421486,121
1048,1282,Fantasia,1940.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.7830188679245285,53
96,101,Bottle Rocket,1996.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3.782608695652174,23
309,333,Tommy Boy,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.78,50
6387,47610,"Illusionist, The",2006.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3.7790697674418605,43
8406,109374,"Grand Budapest Hotel, The",2014.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.7788461538461537,52
1537,1968,"Breakfast Club, The",1985.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.7787610619469025,113
4583,6539,Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,3.778523489932886,149
1906,2396,Shakespeare in Love,1998.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.777173913043478,92
7179,70286,District 9,2009.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.776923076923077,65
17,17,Sense and Sensibility,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7761194029850746,67
4163,5669,Bowling for Columbine,2002.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.7758620689655173,58
7949,94959,Moonrise Kingdom,2012.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.7758620689655173,29
2155,2716,Ghostbusters (a.k.a. Ghost Busters),1984.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.775,120
5402,8641,Anchorman: The Legend of Ron Burgundy,2004.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7719298245614037,57
6735,56367,Juno,2007.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.769230769230769,65
6823,58998,Forgetting Sarah Marshall,2008.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.769230769230769,39
2786,3556,"Virgin Suicides, The",1999.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.769230769230769,26
541,168366,Beauty and the Beast,2017.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.766891891891892,148
540,595,Beauty and the Beast,1991.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3.766891891891892,148
893,1097,E.T. the Extra-Terrestrial,1982.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.7663934426229506,122
313,337,What's Eating Gilbert Grape,1993.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7662337662337664,77
1131,1374,Star Trek II: The Wrath of Khan,1982.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.7661290322580645,62
7711,88129,Drive,2011.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.765625,32
6463,49530,Blood Diamond,2006.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,3.7641509433962264,53
7830,91542,Sherlock Holmes: A Game of Shadows,2011.0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,3.763157894736842,38
7671,86833,Bridesmaids,2011.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.761904761904762,21
3721,4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone),2001.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3.7616822429906542,107
5442,8798,Collateral,2004.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,3.7613636363636362,44
7544,81932,"Fighter, The",2010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.760869565217391,23
1063,1298,Pink Floyd: The Wall,1982.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.760869565217391,23
1316,1641,"Full Monty, The",1997.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.7589285714285716,56
790,8225,Night of the Living Dead,1990.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7586206896551726,29
789,968,Night of the Living Dead,1968.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.7586206896551726,29
248,272,"Madness of King George, The",1994.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.7580645161290325,31
5089,7451,Mean Girls,2004.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7564102564102564,39
6182,40819,Walk the Line,2005.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7564102564102564,39
2493,3148,"Cider House Rules, The",1999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.75,26
1995,2501,October Sky,1999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.75,30
8072,97913,Wreck-It Ralph,2012.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.75,22
441,480,Jurassic Park,1993.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.75,238
874,1077,Sleeper,1973.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.75,28
2338,2948,From Russia with Love,1963.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.75,36
1212,1483,Crash,1996.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.7459016393442623,61
1213,33166,Crash,2004.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.7459016393442623,61
1240,1527,"Fifth Element, The",1997.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3.7456896551724137,116
3052,3916,Remember the Titans,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7439024390243905,41
5501,8949,Sideways,2004.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.7435897435897436,39
1040,1274,Akira,1988.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.7435897435897436,39
8429,110102,Captain America: The Winter Soldier,2014.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3.7419354838709675,31
2387,3006,"Insider, The",1999.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.7419354838709675,31
2721,3471,Close Encounters of the Third Kind,1977.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7416666666666667,60
1203,1466,Donnie Brasco,1997.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.7403846153846154,52
1531,1962,Driving Miss Daisy,1989.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.739130434782609,23
8276,104211,We're the Millers,2013.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.738095238095238,21
395,431,Carlito's Way,1993.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.738095238095238,42
7020,64839,"Wrestler, The",2008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.735294117647059,34
2353,2968,Time Bandits,1981.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3.731707317073171,41
1051,1285,Heathers,1989.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.731707317073171,41
2414,3039,Trading Places,1983.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.730769230769231,39
1041,1275,Highlander,1986.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3.7291666666666665,48
4315,5991,Chicago,2002.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3.7244897959183674,49
4487,6333,X2: X-Men United,2003.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.723684210526316,76
8712,122900,Ant-Man,2015.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.7222222222222223,27
867,1059,William Shakespeare's Romeo + Juliet,1996.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7222222222222223,36
4681,6708,Matchstick Men,2003.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3.7205882352941178,34
2715,3462,Modern Times,1936.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.72,25
2218,2797,Big,1988.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3.71978021978022,91
7259,72011,Up in the Air,2009.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.71875,32
6743,56757,Sweeney Todd: The Demon Barber of Fleet Street,2007.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3.716666666666667,30
8073,97921,Silver Linings Playbook,2012.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.716666666666667,30
8500,112556,Gone Girl,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.7162162162162162,37
3135,4016,"Emperor's New Groove, The",2000.0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,3.7162162162162162,37
3980,5377,About a Boy,2002.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.715909090909091,44
3138,4019,Finding Forrester,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7142857142857144,28
2597,3298,Boiler Room,2000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.7142857142857144,21
6105,36529,Lord of War,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,3.7142857142857144,35
339,2078,"Jungle Book, The",1967.0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.7126436781609193,87
338,362,"Jungle Book, The",1994.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.7126436781609193,87
2339,2949,Dr. No,1962.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.712121212121212,33
2502,3160,Magnolia,1999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7115384615384617,52
3210,4128,"Lost Boys, The",1987.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3.7115384615384617,26
4761,6870,Mystic River,2003.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3.7115384615384617,52
2290,2890,Three Kings,1999.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,3.7111111111111112,45
948,1183,"English Patient, The",1996.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.7111111111111112,45
6531,51540,Zodiac,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.710526315789474,38
5439,8784,Garden State,2004.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.7083333333333335,48
57,62,Mr. Holland's Opus,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.70625,80
8719,122922,Doctor Strange,2016.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.7045454545454546,22
2634,3360,Hoosiers (a.k.a. Best Shot),1986.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7045454545454546,22
4712,6773,"Triplets of Belleville, The (Les triplettes de Belleville)",2003.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.7045454545454546,22
7470,79702,Scott Pilgrim vs. the World,2010.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3.7045454545454546,44
3794,5013,Gosford Park,2001.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3.7037037037037037,27
1308,1625,"Game, The",1997.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3.7012987012987013,77
1811,2291,Edward Scissorhands,1990.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.7,80
3506,4571,Bill & Ted's Excellent Adventure,1989.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7,45
3141,4022,Cast Away,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7,100
7055,66097,Coraline,2009.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.7,35
2967,3793,X-Men,2000.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.699248120300752,133
1381,1729,Jackie Brown,1997.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.6979166666666665,48
1409,1784,As Good as It Gets,1997.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.6979166666666665,96
6638,54286,"Bourne Ultimatum, The",2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3.697530864197531,81
2376,2991,Live and Let Die,1973.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.6956521739130435,23
868,1060,Swingers,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.6944444444444446,36
2677,3421,Animal House,1978.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.693548387096774,62
6366,46976,Stranger than Fiction,2006.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3.6931818181818183,44
435,474,In the Line of Fire,1993.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.692857142857143,70
1529,1960,"Last Emperor, The",1987.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6923076923076925,26
4788,6936,Elf,2003.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3.6923076923076925,39
2195,2764,"Thomas Crown Affair, The",1968.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.690909090909091,55
2194,2763,"Thomas Crown Affair, The",1999.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.690909090909091,55
3048,3911,Best in Show,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.688679245283019,53
3893,5218,Ice Age,2002.0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3.6882352941176473,85
915,1125,"Return of the Pink Panther, The",1975.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.6875,24
1021,1257,Better Off Dead...,1985.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.685185185185185,27
8202,102445,Star Trek Into Darkness,2013.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3.685185185185185,27
7447,79091,Despicable Me,2010.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3.6842105263157894,38
3773,4979,"Royal Tenenbaums, The",2001.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.6838235294117645,68
2467,3105,Awakenings,1990.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.6818181818181817,22
4481,6323,Identity,2003.0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,3.6818181818181817,22
6536,51662,300,2007.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,3.68125,80
211,235,Ed Wood,1994.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.6785714285714284,70
7283,72641,"Blind Side, The ",2009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6774193548387095,31
6914,61024,Pineapple Express,2008.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3.6774193548387095,31
1495,1923,There's Something About Mary,1998.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.676190476190476,105
1849,2336,Elizabeth,1998.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6739130434782608,23
1571,2000,Lethal Weapon,1987.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3.6733333333333333,75
1870,2359,Waking Ned Devine (a.k.a. Waking Ned),1998.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.673076923076923,26
869,1061,Sleepers,1996.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6724137931034484,29
11,11,"American President, The",1995.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.6714285714285713,70
2635,3361,Bull Durham,1988.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.6714285714285713,35
2730,3481,High Fidelity,2000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.6666666666666665,75
7165,69757,(500) Days of Summer,2009.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.6666666666666665,42
1553,54785,Halloween,2007.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.661290322580645,31
1552,1982,Halloween,1978.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.661290322580645,31
2073,2599,Election,1999.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.6607142857142856,56
2611,3317,Wonder Boys,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.659090909090909,22
7834,91630,Mission: Impossible - Ghost Protocol,2011.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3.659090909090909,22
953,1188,Strictly Ballroom,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.659090909090909,22
672,805,"Time to Kill, A",1996.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.657142857142857,35
1714,89745,"Avengers, The",2012.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3.65625,80
1713,2153,"Avengers, The",1998.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.65625,80
6584,52973,Knocked Up,2007.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.6538461538461537,52
2216,2795,National Lampoon's Vacation,1983.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.6538461538461537,26
1270,1584,Contact,1997.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.652439024390244,82
34,34,Babe,1995.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.65234375,128
4515,6378,"Italian Job, The",2003.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.652173913043478,69
4516,6893,"Italian Job, The",1969.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3.652173913043478,69
7386,76251,Kick-Ass,2010.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.6511627906976742,43
1343,1674,Witness,1985.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.65,40
2460,3098,"Natural, The",1984.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6458333333333335,24
2424,3052,Dogma,1999.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3.6455696202531644,79
743,920,Gone with the Wind,1939.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.6444444444444444,45
566,628,Primal Fear,1996.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,3.642857142857143,35
8029,96610,Looper,2012.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.640625,32
626,733,"Rock, The",1996.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.6404958677685952,121
2273,2872,Excalibur,1981.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.64,25
1677,2115,Indiana Jones and the Temple of Doom,1984.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3.638888888888889,108
4794,6947,Master and Commander: The Far Side of the World,2003.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3.638888888888889,36
4021,5445,Minority Report,2002.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,3.6375,120
2466,3104,Midnight Run,1988.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,3.6363636363636362,22
142,161,Crimson Tide,1995.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3.6359223300970873,103
8333,106487,The Hunger Games: Catching Fire,2013.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3.6346153846153846,26
6134,38038,Wallace & Gromit in The Curse of the Were-Rabbit,2005.0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3.6333333333333333,30
7132,69122,"Hangover, The",2009.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.6315789473684212,76
7530,81591,Black Swan,2010.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.630952380952381,42
2579,3271,Of Mice and Men,1992.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.630434782608696,23
4999,7254,The Butterfly Effect,2004.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.630434782608696,46
2580,4178,Of Mice and Men,1939.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.630434782608696,23
946,1179,"Grifters, The",1990.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.6296296296296298,27
8075,97938,Life of Pi,2012.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3.629032258064516,31
5085,7445,Man on Fire,2004.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,3.6285714285714286,35
3603,4720,"Others, The",2001.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,3.6272727272727274,55
25,25,Leaving Las Vegas,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.625,76
3295,4246,Bridget Jones's Diary,2001.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.623076923076923,65
4166,5673,Punch-Drunk Love,2002.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.621212121212121,33
6634,54272,"Simpsons Movie, The",2007.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.619565217391304,46
